Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level
4.0,19.14,50.32,126.45,582.76,458.14000000000004,744.78,709.78,644.0,1.0,5820.0,4.0,4.0,1.0
3.0,19.72,53.519999999999996,111.36,567.83,440.09,709.11,664.34,574.52,2.0,6528.0,5.0,4.0,2.0
2.0,23.430000000000003,53.25,107.43,550.76,475.75,714.96,674.83,594.01,1.0,3592.0000000000005,4.0,4.0,2.0
2.0,23.510000000000005,46.03,119.0,585.47,455.48,714.01,676.52,606.77,1.0,9658.0,2.0,4.0,3.0
2.0,21.86,48.33,139.8,582.35,472.61,709.7842857142857,663.49,556.19,1.0,6847.0,3.0000000000000004,5.0,2.0
2.0,23.520000000000003,46.07,123.75999999999999,592.22,431.99,722.79,680.5,601.57,1.0,9658.0,4.0,4.0,2.0
2.0,23.62,45.92,113.85,588.7,428.16,721.39,676.34,601.32,1.0,9658.0,5.0,3.0,2.0
1.0,18.19,52.7,104.65,598.0,469.33,736.06,704.59,613.44,1.0,2105.0,1.0,4.0,1.0
2.0,25.37,49.529999999999994,120.55,549.41,485.62,676.13,611.45,522.49,2.0,6817.0,1.0,3.0,2.0
2.0,23.28,47.31,123.96000000000001,589.3,431.73,722.03,670.76,593.62,1.0,9658.0,2.0,4.0,2.0
1.0,17.92,47.28,61.18,568.17,592.03,788.23,755.99,696.99,0.0,4703.0,6.000000000000001,5.0,2.0
2.0,23.63,51.3,151.14,563.27,405.42,684.85,636.92,549.09,2.0,5172.0,6.000000000000001,5.0,2.0
1.0,20.62,53.59,92.13,582.94,506.49,733.24,693.42,625.39,1.1428571428571428,1903.0,2.0,4.0,1.0
2.0,23.390000000000004,47.25,128.57,586.38,400.80000000000007,712.46,660.23,594.59,1.0,9658.0,5.0,4.0,2.0
3.0,19.4,57.53,109.48,551.79,485.81,711.0685714285713,646.31,581.88,2.0,3592.0000000000005,2.0,4.0,2.0
2.0,23.16,47.56000000000001,123.28000000000002,581.22,407.33,708.38,662.05,573.94,2.0,9658.0,1.0,4.0,3.0
2.0,23.310000000000002,47.35,195.86,587.73,429.91999999999996,701.9014285714286,662.77,587.3,2.0,9658.0,2.0,1.0,2.0
4.0,18.3,51.04,121.4,579.09,397.44999999999993,738.56,667.4,571.96,1.0,3418.0,4.0,1.0,3.0
4.0,22.08,52.62,119.64999999999999,551.06,484.49,711.28,649.39,575.87,1.0,6817.0,3.0000000000000004,1.0,2.0
2.0,24.52,44.89,125.59000000000002,587.74,452.53,717.6,673.46,600.01,2.0,9658.0,1.0,4.0,2.0
2.0,24.02,46.04,123.74000000000001,588.77,438.4,722.84,905.8000000000001,602.02,2.0,9658.0,2.0,2.0,2.0
2.0,24.69,50.06,111.85,550.87,461.09,709.3628571428571,655.66,586.68,2.0,6817.0,4.0,1.0,2.0
1.0,23.53,50.13999999999999,102.98,546.09,414.86,724.18,643.64,575.35,2.0,4703.0,6.000000000000001,3.0,2.0
2.0,23.79,51.58,119.85999999999999,562.49,466.95,706.73,631.82,571.35,2.0,4761.0,5.0,4.0,3.0
4.0,20.66,52.23,101.17,550.08,484.55,735.36,689.75,625.69,1.0,9241.0,2.0,1.0,2.0
4.0,20.650000000000002,54.3,121.83,556.06,449.55,710.89,662.12,604.47,2.0,9385.0,3.0000000000000004,3.0,2.0
4.0,18.7,50.61000000000001,116.31,587.81,387.97,725.94,659.53,565.61,1.0,3418.0,4.0,3.0,2.0
3.0,16.57,49.65,77.93,609.3,591.32,772.7171428571429,743.7,700.28,0.0,3418.0,2.0,4.0,2.0
2.0,22.390000000000004,47.5,109.21,594.58,491.21,741.83,691.48,611.16,1.0,4129.0,2.0,3.0,3.0
2.0,22.490000000000002,48.06,123.71000000000001,590.84,437.53000000000003,723.92,683.87,605.26,2.0,9658.0,5.0,5.0,3.0
2.0,22.8,46.75,145.47,576.61,443.1,698.9785714285714,669.08,575.25,1.0,7963.0,3.0000000000000004,1.0,2.0
4.0,18.61,52.01,122.87,590.84,493.9800000000001,740.4514285714286,672.2,610.69,1.0,1374.0,6.000000000000001,4.0,2.0
2.0,22.94,47.0,117.02,585.57,425.88,722.23,678.45,617.24,2.0,9658.0,3.0000000000000004,1.0,3.0
2.0,23.090000000000003,46.4,118.25,587.1,429.26,720.74,684.84,616.59,1.1428571428571428,9658.0,2.0,1.0,3.0
2.0,23.33,45.93,121.75,587.2,446.85,721.53,672.24,599.95,2.0,9658.0,2.0,3.0,2.0
3.0,19.22,49.95,91.93,554.91,508.18,751.55,691.97,625.51,2.0,9241.0,2.0,3.0,1.0
2.0,22.71,46.92,116.96,588.41,445.46,729.4,682.1,620.67,2.0,9658.0,5.0,1.0,1.0
2.0,22.21,48.01,115.67,592.8,414.01,730.8,680.64,622.03,2.0,9658.0,6.000000000000001,4.0,2.0
2.0,21.56,51.43,113.31,598.58,457.04,721.34,531.73,595.27,1.0,5693.0,5.0,2.0,3.0
2.0,21.73,48.03,108.19,592.39,420.48,729.73,688.42,595.97,2.0,9658.0,2.0,4.0,1.0
2.0,21.55,48.459999999999994,116.43,593.88,428.16,727.27,679.44,608.45,2.0,9658.0,3.0000000000000004,4.0,1.0
3.0,20.48,50.1,99.53,579.6,454.38,717.02,664.94,595.9,1.5714285714285714,6528.0,2.0,2.0,3.0
2.0,21.230000000000004,49.11,112.84,595.1,401.24,720.1642857142857,684.71,612.87,2.0,9658.0,5.0,4.0,3.0
3.0,19.89,57.29,131.61,562.01,467.55,707.68,657.14,588.47,1.0,9385.0,5.0,1.0,2.0
2.0,23.36,45.8,150.73,575.68,422.64,716.15,663.86,600.08,1.0,7963.0,2.0,4.0,2.0
3.0,19.26,53.050000000000004,111.34,559.84,481.01,727.19,688.6,608.76,1.0,2847.0,2.0,5.0,3.0
4.0,20.59,49.97,107.59,597.22,422.58,728.5,680.12,607.38,2.0,9658.0,1.0,3.0,3.0
2.0,23.510000000000005,44.8,129.58,573.81,423.78,721.4,672.85,613.59,2.0,6431.0,6.000000000000001,4.0,2.0
4.0,19.04,51.57,126.12000000000002,591.48,474.9,742.25,672.79,588.46,1.0,1374.0,4.0,2.0,1.0
4.0,20.25,50.77000000000001,122.27,588.04,431.09,737.99,693.39,615.46,2.0,9658.0,2.0,3.0,2.0
1.0,18.35,52.11,83.54,597.32,537.47,753.38,740.56,657.24,0.0,7395.0,3.0000000000000004,2.0,3.0
3.0,18.99,51.71,100.59,549.28,516.0,725.73,672.64,599.28,2.0,9241.0,3.0000000000000004,4.0,3.0
4.0,20.1,50.87,216.44,588.31,451.76,734.86,688.84,620.57,2.0,9658.0,1.0,4.0,3.0
2.0,21.85,51.92,100.42,573.99,482.27,737.54,686.78,630.69,1.0,6528.0,2.0,1.0,3.0
3.0,19.08,50.150000000000006,97.03,559.0,510.69999999999993,750.1571428571428,693.73,639.07,2.0,9241.0,5.0,1.0,3.0
4.0,19.75,51.12,113.32,595.95,473.59,736.26,697.28,620.1,1.0,9658.0,3.0000000000000004,1.0,3.0
4.0,19.8,50.85,116.12,586.57,446.53999999999996,740.11,696.46,622.65,1.0,9658.0,1.0,3.0,1.0
1.0,23.260000000000005,46.51,109.82,599.11,460.41,748.81,704.21,631.99,1.0,9127.0,5.0,3.0,1.0
4.0,19.63,51.059999999999995,118.65000000000002,594.3,453.73,731.1957142857142,693.6,626.44,1.0,9658.0,3.0000000000000004,4.0,3.0
4.0,19.51,51.26,119.35000000000001,590.0,452.68,739.4,704.25,631.39,1.0,9658.0,4.0,1.0,2.0
4.0,19.57,50.98,113.21,591.35,455.7,732.4371428571428,700.47,636.74,1.0,9658.0,6.000000000000001,1.0,3.0
4.0,19.47,51.050000000000004,123.68999999999998,589.31,450.2,750.01,528.75,632.2,1.0,9658.0,3.0000000000000004,1.0,3.0
4.0,19.45,51.19,118.88,587.53,445.35,742.97,691.3,638.2,1.0,9658.0,6.000000000000001,1.0,3.0
3.0,19.42,53.89,122.08,578.62,474.88,747.56,701.72,639.2,1.0,7395.0,2.0,1.0,3.0
4.0,19.29,51.39,119.18000000000002,593.56,471.98,752.06,712.96,637.87,1.1428571428571428,9658.0,5.0,3.0,3.0
4.0,19.22,51.53000000000001,120.14999999999999,595.86,463.49999999999994,748.68,699.18,637.51,1.0,9658.0,1.0,2.0,3.0
4.0,19.2,51.48,111.6,589.72,461.08000000000004,746.24,700.17,647.0000000000001,1.0,9658.0,2.0,4.0,1.0
4.0,19.16,51.6,117.59,595.11,453.5,747.35,702.79,635.19,1.0,9658.0,1.0,3.0,3.0
4.0,19.26,52.65,137.38,581.95,470.8,730.17,690.69,620.71,1.0,7963.0,6.000000000000001,1.0,3.0
4.0,19.07,51.61,116.1,588.96,468.68,751.1,710.51,652.96,1.0,9658.0,6.000000000000001,1.0,2.0
4.0,19.12,51.45,112.66,592.78,452.9,746.93,701.33,651.97,1.0,9658.0,5.0,3.0,3.0
4.0,19.04,51.65,116.75,591.74,476.3,747.54,713.25,646.27,1.1428571428571428,9658.0,6.000000000000001,4.0,2.0
1.0,18.86,46.9,89.98,610.94,475.48999999999995,755.37,717.83,654.64,0.0,2105.0,6.000000000000001,3.0,2.0
4.0,18.92,51.88,117.54,591.47,469.5,750.78,713.46,644.39,1.0,9658.0,2.0,1.0,3.0
2.0,23.700000000000003,52.55,150.86,553.7,433.89,659.86,595.13,510.9700000000001,3.0,1903.0,4.0,4.0,2.0
4.0,18.83,51.96999999999999,119.74,590.06,478.67,757.21,706.92,654.3399999999999,1.0,9658.0,2.0,3.0,3.0
1.0,23.690000000000005,50.66,112.61,562.1,428.07,674.2871428571428,564.43,508.42,3.0,1903.0,6.000000000000001,4.0,2.0
4.0,18.81,51.839999999999996,118.58000000000001,588.97,480.94,756.94,716.44,647.68,1.0,9658.0,5.0,1.0,1.0
4.0,18.78,51.92,115.94,591.6,464.72,754.14,709.72,655.33,1.0,9658.0,1.0,4.0,2.0
4.0,18.74,51.88,114.77,594.03,479.94,743.81,710.67,643.5800000000002,1.0,1374.0,6.000000000000001,5.0,3.0
4.0,18.64,52.07,118.08,592.87,476.61,746.0,712.31,635.07,1.4285714285714286,1374.0,5.0,1.0,1.0
4.0,18.91,55.77,110.01,601.91,476.72,741.0,700.76,622.08,1.0,9127.0,6.000000000000001,4.0,1.0
4.0,18.77,51.70000000000001,224.99,592.3,479.98,749.34,720.05,655.75,1.0,1374.0,5.0,3.0,1.0
4.0,18.54,52.26,120.55,591.42,480.24,747.63,709.61,646.3,1.0,1374.0,5.0,3.0,3.0
4.0,18.45,52.449999999999996,118.21,594.11,482.77,753.83,719.26,644.3199999999999,1.0,1374.0,6.000000000000001,5.0,3.0
2.0,24.920000000000005,49.540000000000006,140.74,557.56,404.56999999999994,662.95,599.73,524.61,3.0,1903.0,4.0,4.0,2.0
4.0,18.53,52.16,122.94999999999999,591.93,473.16,751.4,706.16,647.12,1.0,1374.0,5.0,4.0,2.0
4.0,18.47,52.2,116.95,592.57,477.64,752.66,705.91,651.83,1.0,1374.0,3.0000000000000004,4.0,2.0
2.0,23.210000000000004,54.51,127.10000000000001,547.17,427.98999999999995,689.93,845.48,558.54,2.0,8936.0,2.0,1.0,2.0
2.0,24.78,49.73,112.02,545.25,478.76,709.68,656.76,586.25,2.0,6817.0,2.0,1.0,2.0
2.0,24.160000000000004,44.97,152.26,571.52,458.34,704.36,665.84,569.07,1.2857142857142858,6847.0,2.0,1.0,2.0
4.0,18.28,52.4,113.83,594.95,470.49,764.32,714.23,660.8099999999998,1.0,1374.0,6.000000000000001,4.0,1.0
4.0,18.38,52.07,122.50000000000001,593.48,469.6,755.23,716.41,649.02,1.0,1374.0,1.0,3.0,3.0
4.0,22.660000000000004,52.42,139.6,560.67,345.87,669.67,599.17,532.0,2.0,3074.0,4.0,3.0,2.0
4.0,18.4,52.09,119.43000000000002,591.96,488.61,753.62,699.1,642.61,1.0,1374.0,2.0,5.0,2.0
4.0,18.35,52.08,25.94,590.52,488.77,753.59,711.21,663.85,1.0,1374.0,1.0,4.0,3.0
4.0,18.17,52.51,117.46,586.27,494.03,749.21,709.18,656.22,1.0,1374.0,3.0000000000000004,4.0,3.0
4.0,18.19,52.36,113.75,587.2,500.14,738.1899999999999,560.51,654.76,1.0,1374.0,1.0,2.0,3.0
4.0,18.1,52.57,113.53,587.26,488.77,736.9542857142858,717.99,665.15,1.0,1374.0,3.0000000000000004,4.0,3.0
4.0,18.15,52.48,120.07999999999998,595.05,496.36,754.55,476.69,653.9200000000001,1.0,1374.0,4.0,4.0,3.0
4.0,18.05,52.63,113.92,589.63,492.8,735.5142857142856,717.08,658.5199999999999,1.0,1374.0,5.0,4.0,3.0
4.0,18.06,52.52,117.7,592.69,482.45,759.57,708.66,657.24,1.0,1374.0,2.0,3.0,2.0
4.0,18.13,52.33,117.26,596.12,475.0799999999999,755.29,721.58,665.82,1.0,1374.0,5.0,1.0,2.0
2.0,21.110000000000003,55.99,115.55,599.11,436.03000000000003,721.82,666.04,603.05,3.0,7241.0,3.0000000000000004,4.0,2.0
3.0,19.75,57.4,119.24,562.43,417.6,701.31,665.8,584.47,2.0,9385.0,4.0,4.0,2.0
3.0,17.88,52.7,118.83000000000001,588.85,486.74,752.8,714.78,670.08,1.0,1374.0,5.0,2.0,3.0
3.0,19.41,52.62,107.51,561.37,509.88,749.87,705.15,635.1,1.0,9241.0,3.0000000000000004,3.0,1.0
3.0,17.9,52.62,114.94,592.6,491.37,754.61,728.14,653.7,1.0,1374.0,6.000000000000001,4.0,2.0
3.0,18.02,52.22,116.57,590.34,488.43,756.18,711.56,663.87,1.0,1374.0,6.000000000000001,4.0,1.0
3.0,18.1,52.0,117.08,592.21,476.80000000000007,757.26,713.0,652.55,1.0,1374.0,3.0000000000000004,3.0,2.0
2.0,21.42,49.3,125.6,577.81,417.01000000000005,707.3,655.32,578.06,3.0,6431.0,6.000000000000001,3.0,2.0
3.0,17.75,52.87,111.46,590.85,488.84,760.38,720.01,658.65,1.0,1374.0,3.0000000000000004,5.0,2.0
3.0,17.61,53.29,115.45,597.12,493.4200000000001,757.35,724.46,665.78,1.0,1374.0,4.0,1.0,3.0
3.0,20.38,57.50000000000001,124.53000000000002,554.32,458.25000000000006,716.07,659.72,595.61,1.0,4761.0,2.0,3.0,2.0
3.0,17.57,53.39,192.97,595.93,489.51,743.67,717.32,663.1999999999999,1.0,1374.0,1.0,1.0,2.0
3.0,17.61,53.15,116.45,594.79,485.67,763.54,718.84,657.15,1.0,1374.0,1.0,4.0,2.0
3.0,17.66,53.0,110.13,598.36,495.51,758.46,711.45,664.9,1.0,1374.0,2.0,4.0,1.0
3.0,17.69,52.81,109.37,596.55,493.9,752.0,717.39,664.84,1.0,1374.0,3.0000000000000004,3.0,3.0
3.0,17.68,52.85,112.63,595.8,490.85,755.27,714.79,652.7,1.0,1374.0,2.0,1.0,3.0
3.0,17.62,53.13,114.76,594.61,482.45,761.06,723.82,654.13,1.0,1374.0,2.0,1.0,3.0
3.0,17.66,53.15,119.08999999999999,594.95,489.29,754.57,704.36,654.01,1.0,1374.0,4.0,2.0,2.0
3.0,17.66,53.2,121.52,593.88,483.29,751.51,715.67,646.38,1.0,1374.0,2.0,4.0,2.0
3.0,17.61,53.26,116.45,589.92,494.74,751.87,708.25,652.4500000000002,1.0,1374.0,1.0,5.0,3.0
4.0,20.93,51.94,105.92,556.78,468.38,733.82,696.31,644.99,1.0,9241.0,3.0000000000000004,3.0,3.0
3.0,17.57,52.38,108.69,590.43,483.58,761.32,713.13,656.09,1.0,1374.0,5.0,2.0,3.0
4.0,21.0,53.2,124.49999999999999,574.98,456.89,728.9385714285714,679.82,603.84,1.0,4507.0,4.0,4.0,1.0
1.0,21.460000000000004,46.66,132.47,584.26,456.78999999999996,750.34,698.9,642.78,1.0,5820.0,1.0,4.0,1.0
2.0,22.29,47.56000000000001,142.77,583.18,438.66,697.31,659.97,557.07,1.0,6847.0,6.000000000000001,3.0,2.0
2.0,23.67,44.07,112.26,585.92,490.47999999999996,732.96,542.72,620.65,1.0,3418.0,2.0,2.0,3.0
3.0,16.1,45.400000000000006,68.21,620.52,592.65,800.91,763.92,707.4,0.0,1374.0,6.000000000000001,2.0,2.0
2.0,22.350000000000005,49.47,102.35,566.29,466.00999999999993,733.83,694.28,624.15,1.0,2847.0,5.0,4.0,3.0
3.0,16.0,45.53999999999999,63.419999999999995,622.37,584.19,784.31,777.0,699.34,0.42857142857142855,1374.0,6.000000000000001,1.0,2.0
4.0,21.7,45.41,113.76,583.69,451.82,728.4814285714286,692.81,609.02,2.0,6431.0,3.0000000000000004,4.0,2.0
4.0,21.080000000000002,51.87,102.26,553.5,468.51,741.77,705.27,640.91,1.1428571428571428,9241.0,1.0,4.0,2.0
4.0,20.02,55.67000000000001,105.76,603.59,432.69,715.56,650.65,573.91,1.0,3856.0000000000005,1.0,4.0,2.0
3.0,15.91,45.13,66.8,619.19,603.44,794.7,771.89,710.46,0.0,1374.0,1.0,1.0,3.0
4.0,20.59,49.29,103.83,598.23,479.55,733.0285714285714,693.45,608.92,2.0,8374.0,4.0,3.0,3.0
3.0,16.56,47.66,72.39,613.89,516.87,774.94,744.65,703.7300000000001,0.0,1374.0,3.0000000000000004,2.0,3.0
3.0,17.48,46.87,75.83,611.14,488.19,763.5471428571428,734.06,665.45,0.0,1374.0,4.0,2.0,3.0
4.0,19.16,52.91,122.9,590.1,436.71,738.63,708.19,622.83,1.0,6847.0,1.0,4.0,3.0
3.0,19.0,55.08,97.65,577.51,504.71999999999997,738.14,707.46,643.21,1.0,6528.0,2.0,1.0,3.0
3.0,18.67,45.32,80.26,617.42,528.73,776.32,734.45,679.79,0.0,8374.0,6.000000000000001,2.0,3.0
3.0,16.3,45.01,66.29,615.94,590.42,797.4700000000001,767.71,719.44,0.0,1374.0,2.0,1.0,3.0
1.0,18.38,51.19,81.29,582.44,580.82,766.52,743.41,675.1199999999999,0.0,1903.0,3.0000000000000004,1.0,3.0
3.0,16.91,47.78,77.47,607.11,529.97,771.8857142857142,743.48,681.6699999999998,0.0,1374.0,2.0,3.0,2.0
2.0,21.31,49.02,122.33,589.12,428.47,698.58,628.69,562.26,2.0,1374.0,3.0000000000000004,3.0,2.0
3.0,18.48,55.1,111.89,578.27,489.3399999999999,731.08,687.59,620.15,1.0,4507.0,2.0,1.0,2.0
3.0,28.48,46.6,67.38,615.41,580.62,783.75,760.0,711.33,0.0,1374.0,2.0,5.0,3.0
3.0,16.0,47.06999999999999,72.19,615.73,611.64,788.49,768.97,717.89,0.0,1374.0,5.0,1.0,3.0
3.0,15.879999999999999,46.71,62.22999999999999,626.24,596.06,784.86,762.09,721.73,0.0,1374.0,1.0,4.0,2.0
3.0,15.81,46.43,57.96,619.19,602.54,782.5642857142858,760.07,713.45,0.42857142857142855,1374.0,4.0,1.0,3.0
1.0,16.2,45.43,69.09,619.46,597.97,789.9300000000001,769.66,707.82,0.0,1374.0,5.0,3.0,3.0
1.0,16.44,45.83,63.949999999999996,618.75,587.08,789.88,750.68,715.49,0.0,1374.0,4.0,1.0,3.0
1.0,16.18,47.03,66.6,618.9,593.15,780.38,755.14,697.5300000000001,0.0,1374.0,6.000000000000001,1.0,2.0
1.0,16.25,47.13,184.45,615.31,569.71,779.84,756.42,683.7000000000002,0.0,1374.0,6.000000000000001,3.0,3.0
1.0,16.15,47.89,77.35,616.94,572.53,782.28,747.45,690.38,0.0,1374.0,2.0,2.0,3.0
1.0,16.38,47.540000000000006,75.87,616.78,586.22,777.4,741.29,686.11,0.0,1374.0,5.0,1.0,2.0
1.0,18.84,56.91,97.12,559.31,482.51,726.52,702.96,629.58,1.0,6817.0,4.0,2.0,1.0
1.0,16.16,47.65,80.92,609.95,599.04,784.46,757.05,707.61,0.0,1374.0,4.0,1.0,3.0
1.0,16.67,46.66,84.24,605.76,587.31,792.27,756.93,697.28,0.0,1374.0,4.0,2.0,3.0
1.0,16.83,47.17,77.72,604.97,583.29,776.46,754.73,690.9699999999999,0.0,1374.0,5.0,4.0,3.0
1.0,18.97,42.55,63.22,569.98,577.15,786.0,741.58,708.58,0.0,2586.0,1.0,1.0,2.0
1.0,10.73,49.04999999999999,236.5,603.56,575.84,775.54,747.28,674.3099999999998,0.0,1374.0,1.0,5.0,2.0
3.0,18.56,53.519999999999996,122.37,597.83,444.31000000000006,756.27,703.73,626.16,1.0,4129.0,5.0,3.0,1.0
1.0,17.35,49.06,84.09,599.96,554.46,783.82,890.81,683.29,0.0,1374.0,5.0,1.0,2.0
2.0,22.390000000000004,52.66,140.11,567.65,368.45,686.28,645.63,543.53,3.0,8649.0,1.0,4.0,2.0
2.0,23.340000000000003,50.63,107.64,552.7,465.49,736.19,672.88,613.95,1.2857142857142858,9241.0,2.0,5.0,3.0
1.0,17.64,48.47,81.86,602.66,553.79,771.87,735.88,686.25,0.0,1374.0,1.0,4.0,1.0
1.0,17.64,48.150000000000006,82.26,605.12,563.19,773.24,748.33,688.76,0.0,1374.0,4.0,4.0,3.0
1.0,17.59,48.64,90.12,608.69,561.63,772.53,744.22,684.53,0.0,1374.0,4.0,4.0,3.0
1.0,17.73,48.82,97.22,602.67,554.2,769.27,480.31999999999994,687.8599999999999,0.0,1374.0,1.0,3.0,3.0
1.0,17.56,49.09000000000001,89.44,606.03,556.1,766.36,731.31,677.0799999999999,0.0,1374.0,1.0,1.0,2.0
1.0,18.16,48.18,94.7,601.42,533.07,765.78,721.63,662.3999999999999,0.0,1374.0,4.0,3.0,3.0
1.0,18.75,46.94,89.59,603.51,527.39,764.67,717.76,672.71,0.0,1374.0,4.0,1.0,2.0
1.0,18.62,47.73,231.39,599.73,522.31,758.93,736.29,663.37,0.0,1374.0,4.0,4.0,3.0
2.0,22.690000000000005,45.3,89.47,561.9,533.16,753.9,706.03,652.46,1.0,2586.0,4.0,5.0,2.0
1.0,19.02,47.14,106.41,602.91,537.1,755.08,718.61,663.48,0.0,1374.0,4.0,3.0,2.0
1.0,19.03,47.35,101.06,601.2,540.02,760.03,730.32,664.8,0.0,1374.0,4.0,4.0,3.0
1.0,19.11,47.63,209.78,604.76,534.75,765.42,738.71,671.3,0.0,1374.0,2.0,3.0,2.0
1.0,19.74,47.33,5.58,599.54,551.69,760.22,721.72,635.57,0.0,1374.0,6.000000000000001,3.0,3.0
1.0,31.32,47.4,107.64,596.45,531.89,749.12,708.26,645.66,0.0,1374.0,3.0000000000000004,1.0,1.0
1.0,19.92,47.81,115.49,593.44,433.04,729.09,683.16,639.95,0.0,1374.0,6.000000000000001,1.0,2.0
3.0,19.22,55.349999999999994,84.31,589.02,532.35,740.8,714.87,640.22,0.0,6528.0,1.0,1.0,3.0
1.0,20.84,46.43,123.25999999999999,589.82,401.22,723.69,675.67,610.83,1.0,1374.0,4.0,4.0,2.0
1.0,23.88,53.26,116.85,552.04,469.24,702.46,655.91,584.13,1.0,8936.0,5.0,1.0,2.0
4.0,20.24,52.06,135.11,587.65,428.8500000000001,725.0,678.79,597.16,1.2857142857142858,6847.0,2.0,1.0,3.0
1.0,21.42,44.88,111.92,589.79,433.99,734.8128571428572,700.53,610.08,1.0,1374.0,2.0,4.0,2.0
1.0,21.500000000000004,44.84,184.16,590.3,439.3,733.77,684.65,628.88,1.0,1374.0,1.0,3.0,2.0
1.0,23.700000000000003,51.38000000000001,113.75,542.17,489.17,710.55,681.78,602.94,2.0,1458.0,4.0,4.0,2.0
1.0,21.590000000000003,44.75,109.82,591.37,432.76,737.44,694.12,638.47,1.0,1374.0,2.0,4.0,3.0
4.0,19.88,49.25,116.58,595.05,451.65,730.56,695.66,606.96,1.2857142857142858,2105.0,5.0,1.0,3.0
4.0,19.14,52.97,116.13,588.45,472.95,723.66,681.16,583.38,1.0,4129.0,3.0000000000000004,4.0,3.0
1.0,21.240000000000002,45.9,119.54999999999998,594.31,446.74,738.67,692.21,627.51,1.0,1374.0,3.0000000000000004,4.0,3.0
1.0,21.020000000000003,46.54,114.21,591.58,460.38,735.18,692.75,621.8,1.0,1374.0,4.0,4.0,2.0
2.0,24.500000000000004,48.73,141.39,561.3,375.2,669.62,643.67,545.81,2.0,8649.0,3.0000000000000004,3.0,2.0
1.0,21.52,45.82,117.34,598.55,449.4800000000001,736.92,692.02,619.72,1.0,1374.0,5.0,4.0,2.0
1.0,22.85,46.27,97.64,590.07,495.68,738.5,700.71,632.01,1.0,1826.0,5.0,4.0,2.0
1.0,21.57,45.98,109.68,592.62,451.07,731.0,694.22,623.72,1.0,1374.0,4.0,4.0,3.0
4.0,21.4,50.28,97.93,559.11,426.45,707.91,657.76,587.16,2.0,2847.0,2.0,3.0,2.0
1.0,21.85,45.559999999999995,116.59,594.81,444.8,731.35,696.19,624.55,1.0,1374.0,4.0,4.0,3.0
1.0,21.960000000000004,45.53,113.23,590.0,453.69,734.7,686.56,617.12,1.0,1374.0,3.0000000000000004,3.0,3.0
2.0,23.35,51.77,114.28,550.71,367.91,717.53,651.15,573.55,2.0,4703.0,4.0,2.0,2.0
1.0,22.5,44.72,19.47,591.54,450.07,732.95,696.16,621.73,1.0,1374.0,3.0000000000000004,1.0,3.0
1.0,22.99,43.83,114.67,584.83,458.35,727.96,690.1,628.8,1.0,1374.0,3.0000000000000004,3.0,3.0
2.0,22.99,46.45,140.55,581.78,443.53,694.54,648.78,551.18,1.0,6847.0,3.0000000000000004,1.0,2.0
1.0,21.6,46.73,114.27,586.52,452.61000000000007,723.14,684.14,611.69,1.0,1374.0,4.0,3.0,3.0
1.0,21.7,46.6,111.63,592.57,452.01,730.29,687.54,632.52,1.0,1374.0,3.0000000000000004,4.0,2.0
3.0,17.84,54.64,135.58,587.07,500.8,729.38,677.3,599.27,1.0,7963.0,2.0,1.0,3.0
2.0,22.03,46.18,111.31,587.34,444.39,726.7457142857143,540.91,624.23,1.0,1374.0,1.0,4.0,2.0
3.0,33.98,45.89,69.8,617.63,585.95,791.1000000000001,759.75,705.58,0.0,1374.0,1.0,1.0,3.0
1.0,19.98,50.46000000000001,147.98,572.56,485.27,723.44,670.76,608.49,2.0,9184.0,4.0,4.0,2.0
1.0,19.01,54.64,74.23,591.82,491.57,744.11,710.7,641.42,0.0,6528.0,6.000000000000001,1.0,3.0
2.0,22.360000000000003,46.26,31.600000000000005,589.76,448.4100000000001,725.88,693.73,612.05,1.0,1374.0,1.0,1.0,3.0
3.0,18.09,51.44,122.68999999999998,581.46,475.33,725.6700000000001,662.29,600.48,2.0,9184.0,3.0000000000000004,3.0,2.0
2.0,23.29,44.44,125.65000000000002,587.5,459.1,726.09,690.58,619.08,1.0,1374.0,3.0000000000000004,2.0,3.0
1.0,21.98,49.93,115.43,576.54,428.49,719.68,666.22,590.22,1.0,4507.0,6.000000000000001,5.0,2.0
4.0,20.51,44.87,108.68,591.4,454.64,715.7,665.33,587.68,3.0,8052.0,1.0,4.0,2.0
2.0,23.860000000000003,43.39999999999999,121.84999999999998,588.73,449.52000000000004,733.4057142857143,684.48,615.24,1.0,1374.0,4.0,3.0,3.0
3.0,18.04,50.71,108.89,588.81,448.52,740.05,686.65,609.13,1.0,3418.0,2.0,5.0,1.0
2.0,22.99,45.37,128.06,588.75,446.74,720.3514285714285,690.88,615.8,1.7142857142857142,1374.0,4.0,1.0,2.0
4.0,18.92,51.78,133.34,588.97,477.43999999999994,728.46,669.49,599.87,1.0,1374.0,1.0,3.0,2.0
4.0,21.930000000000003,53.17,113.83,550.76,482.05,707.23,641.15,599.71,1.0,6817.0,5.0,1.0,1.0
3.0,18.74,52.36,111.49,581.3,428.52,723.04,658.89,591.71,3.0,5172.0,4.0,3.0,2.0
